class,text
1,testujú sa len nakazeni
1,pekne fotky igor  len škoda že ani v tomto nevieš klamať keď na jednej fotke máš vlajky vedla seba a s foto  druhej ich máš medzi sebou.
0,pán premiér prečo je najviac nových prípadov v prešovskom a žilinskom kraji ? je to pomaly až trojnásobok ako v iných krajoch. asi testovanie na orave a v bardejove nebol najvydarenejší krok
1,ozvala sa žena jana falan
0,vydržte
1,urob zase nejakú.hanbu
0,live?
0,noterdam ako budova sa zachraňovala filantropmi . prečo pri svetovej pandémii ľudstva naj kapacity nedajú hlavy dokopy a nezasiahnu ? ...
0,nič iné si neželám
0,zaujímavé zábery.....ešte 
0,sme na dobrej ceste ...
1,kecy kecy  každy vie  že to na plošne testovanie zdravych ludi nieje  to je len slovensko take bohate že si môže dovolit vyhodit miliony  aby sa pomahalo  firmičkam
0,toto sme igor čakali
0,snad tam bol tlmocnik.. lebo dalsi one time a next time by uz bolo na splachnutie sa
1,veď nám je jasné že slovensko je pilotný projekt po ktorom budú nasledovať ostatné krajiny. matovič nemá inteligenciu a ani schopnosti aby toto vymyslel sám. preto ani nerešpektuje názory odborníkov na krízovom štábe
1,ale však im nerozumieš
1,pán premier existuje aj iná téma?!
0,skutocne uzasne si uznavany v zahranici. velmi vazena osoba
0,najlepsie keby neisiel nikto na testy a vsetci ostali doma aspon tyzden. vcetne predavaciek
0,to je to online doučovanie angličtiny ?
0,v slovencine?
1,idiotovič
0,keby sme tak niekedy mohli písať husákovi
1,izolujeme
0,europa ... one time
0,kolík jste dostali úplatku
1,keď ta tá fašistická banda na sumite vidí musí si položiť otázku !
0,tie fotky niesu z jedného dňa
1,a sk je krajina pokusných králikov ??!
1,proč ty vlajky jsou na fotkách z jednoho summitu jinak ?  tady si znás dela někdo srandu?
1,mňa by len zaujímalo ked ľudia padnú koli obmedzeniam na dno (mladé rodiny)ako im pomôže v eú majú plán podpory ale na sk len plán reči a kokotiny sľubov a odrbov sorry ale krajšie sa to nedalo napisat
1,dobrý den
1,zaplati si aj odvody ked budem musiet....po tvojich a debilka marsalka nada voci lekarom ani bohovi....
0,875 komentárov
1,práve prebieha? tak teraz rokujes
1,kundolog kollár povedal
0,takže zas bude van tajm next tajm
1,a toto je výsledok tzv. násilnej dobrovoľnosti. a takýchto prípadov pribúda po celom slovensku
1,igor
0,mňa by zaujimalo 
1,pál do .. a už daj pokoj
1,ty sa vies  vóbec pripojit..
1,ovečky matovicove aj za vakcináciu sa mu budete klaňať a pchať do analu.? on si už vymysli nejaké vyhrážky aby vás tam všetky nahnal
1,!!!!!!!!!igóór.!!!!!!!!domnievam sa
0,ako s nimi hovoríš
0,igi ako rozprávaš po anglicky  nepokaz si to
1,choď už do p..e
1,som zvedavý akým jazykom s nimi komunikuješ keď nevieš žiaden cudzí jazyk
1,blbosti
0,bravó. igor! si jednotka! a verím
0,lepší by bol sex ako dáky summit
0,nadávať nadávať nadávať to ide každému keď nemá zodpovednosť. čo by ste robili vy na jeho mieste? ako by ste rozhodovali? tak história sa opakuje. kedysi keď nevyhral voľby mečiar
1,jasné
1,nevzdelanec si....a aj budeš....tomu odpovedajú aj výsledky volieb v urcitych okresoch....povečšine okrsok 2...............
1,dúfam že ťa poučili o európskej legislatíve gdpr o ochrane osobných údajov a taktiež o lekárskom tajomstve!
1,a vy odkial viete o com je summit? prebieha v slovencine?
1,doležitý summit a keďže pako nevie o čom sa bavia
1,"""aj tu prebieha jeden summit""""  všetkých lekárskych združení"""
1,tak antigénové rýchlotesty ide pouźívať celá europa? len slovenskí mafiani zo sociálnej demencie sú proti
1,ty aj tomu s tvojou anglictinou rozumies??? alebo tebe v rohu ide posunkova reč :d
1,nasadenie v akom kontexte? asi nie pri celoplosnom testovani.... nie nahodou ako potrvdenie pri pcr testovani?
1,ako to dopadlo?
1,ja som v poho len otázka znie. .... akým jazykom hovoríte spolu???
1,one time slovensko 
1,lenže to neznamená to isté
1,nikde nikoho netestovali
1,ja som len zvedavá
1,táto vláda je dobrá
1,si klamár ani by som ta neoplul aby som si nezaspinil sliny
1,závery oficiálnej tlačovej správy fakultnej nemocnice v motole
1,one time eusummit
1,ou no!
1,mal by ste sa mal podeliť  o skusenosti v boji proti  covid aj s prezidentom  trumpom!
0,veľa sily
0,komunikuje sa po anglicky?
1,"""zasa klameš! sa ti aj sníva o tých testoch! neboj sa už pár ľudí poslalo info do médií v zahraničí ako sa vyhrážas za neúčasť! ako si zakázal testy z krvi! bez do riti a ber si tie svoje testy!!!"""""""
1,ten samit bol po obede ty notorický klamár 
1,pomaly všetko uzrie svetlo sveta
1,v každej krajine ľudia privítajú
0,tvthek.orf.at/profile/zib-1/1203/zib-1/14069675 od 10.30 si dajte čo povedal pre orf
1,summit so šašom
0,!!! novela zákona je nevyhnutná !!!ako čítam rôzne komentáre
1,"""v žiadnej demokratickej krajine nebude testovanie povinné ani to dobrovoľné"""" pod vyhrážkou domáceho väzenia to len v našej """"parlamentnej demokracii"""" môže byť stavíme sa?"""""""
1,a on sa cíti ako hrdina .a lekárov
1,boze milostivy
0,najdôležitejšie pri takomto summite je odfotiť sa
1,uz by si mohol skoncit. last time
0,dobrá diskusia
0,rozumiete im v anglictine uz ? alebo si to budete musiet prehrat one next time?
0,„najprv ťa budú ignorovať
0,ste super a dakujeme ze chcete pomoct
1,toto už je neuveriteľné... čistý psychopat čo ten tu stvára...už nie dlho igy
1,kontaminované testy covidom. idete sa zajtra testovať?  škandál v usa the new york times problémy siahali od výskumníkov
1,bliju
0,v akom jazyku?
0,vyborne
0,skoda
0,mfp
0,ďakujeme pekne pán premiér.
1,slováci ťa nechcú kamarát
1,a si si istý igorko že im rozumieš
1,vy nas nechcete testovať ale očkovať.. pekne ste sa všetci dohodli eú.. kašlem na vás.. radcej 10dni budem trčať doma..
1,nepokaz nám to
1,tak treba kolegom ponuknut 10 milionov testov
1,#pokazilsisito mimochodom.. mas tam titulky ci nejaky dekoder? ci len budes pritakavat?
1,igor antigen máš v hlave namiesto
1,#skutocnebezhanbyprotisvojim
0,igor dôverujeme ti. vieme
1,dufam že maš niekoho na prekladanie ty zruda
1,dobre som sa práve zasmiala! vy komik
0,to ako naozaj ???
0,nezabudnite prebrať  to veľmi dôležité ....
1,a anglictina ako?
1,tebe uz drbe
0,krasa
1,to je problém teda. ze migranti hlavy rezu kresťanom to je nič..angele to urcite s radostou podpises
1,"""v rakúsku idú takto slovenskou cestou"""" "
1,chystá sa bratská pomoc eu a nato na zachranu slovenskej republiky pred diktatorom matlovičom a katolibanom z jeho kandidatky!!! testy budu (na rozdiel od nas) pouzivat v sulade s ucelom a podmienkami
0,pán premiér
1,jebo z lesa od borovej‍
1,nejde sa svet opicit
1,odfot ponozky prosim
1,a akou rečou s nimi rozprávate? len neurobte zase hanbu
1,o toto vám ide...
1,kto ti to prekladá ?  google prekladač ?
1,pán premiér
1,uršula
1,debilko. obes sa a zastrel sa.morálny odpad spoločnosti
1,pozor na one time - next time pan premier a aj nato
1,on sa rozpráva sám zo sebou.
1,"""už nech padne tento sasko lebo inak nás čaká už len dobrovoľne očkovanie"""""""""""
1,oh no life
1,dúfam že nehovorí anglicky
1,však jasné len čakajú na výsledky testovacích opíc zo slovenska.si jednička
1,čo foto
1,a ste pan premiér live ???
1,tak sa sústredte a nehrajte sa s fb
1,igor one time? next time
1,tak to teda vôbec není pravda żijem holansku a do kce może do nekce nemusí niesu żiadne zakasi  ani pri kasi ani pokuty hlupost
1,...3..2...1..top komenty štart
1,go igor matovic
1,... odkopírované od jedného pána...ján čarnogurský
1,nehraj divadlo s tým rúškom...ty je.. buď ho máš stále alebo nie. nie iba keď sa fotíš. kukni sa na seba v pravo hore
1,po dehonestacii práce lekárov
1,who vraj zmenilo pandémiu na virózu
1,určite ti postavia sochu v bruseli
1,a v ako univerzalnom jazyku komunikujete aby tvojej angličtine rozumeli aj ostatní ? čo dávaš esperanto ?
1,odstup kym je cas
1,co ty na to igi???
1,igor čudujem sa ti že sa na to všetko nevyseries...
1,matelko rozumel si ?? či za tvojim chrbtom stal speakerno povedz je to pravda nie je to pravda ako to vidis nápis dole do komentu
1,držím vám palce
1,škoda že im nerozumieš  možno nextime
1,možno tak v tvojej hlave
1,aj tak budeš za kokota jak vždy
1,hamba vám co robíte s národom...
1,kto povedal?? jaaaaj
1,na čo mu je handra na tej škamravej papuli
1,a jaku reču ste na nich terazky hovoril?  po americky? cez víkend budú dávať k tým odberovým paličkám do nosa aj návod na použitie? keďže nie je dostatok lekárov a zdravotníkov
1,igor ideš nevzdávaj to. ty na to máš. my to dáme. sloboda.
1,ak ste pripojeny tak nevypisujte po fb ale počúvajte čo vravia ostatný členovia únie aby ste nás vedel zajtra informovať alebo zase si robite čo chcete na naš účet???
1,už sa teším na 10 dní voľna takže sa držte aj s vašim testom
1,testovanie  slovenskou metodou? dobrovolne na silu? ci tam este existuje demokracia?..
1,a potom sa pán matovič prebudil.
1, si vlastné slová 
1,ty luhár a klamár !!!
1,treba pozvať aj bukovského  nech im povie
1,posadnuty testami.o nas bez nas.daj to verejne ty blazen
1,stranka priblblych oviec. tlieskajte si
1,ale dnes povedal že už nechce byť premiér
0,držím vám palce pán premiér
1,vas sultansky majestat z borovej
1,zapredanec!!
1,tak im tam povedzte
1,lekári sa búria
1,nevadí
1,čo tak to skôr zatvoriť ako 20mega do pice?
1,ja vam drzim palce a pojdem sa otestovat!!!!!!nenavidim na nas slovakov vety:nemame
1,mas zapnuty guglprekladac?
1,one time next time
1,cvok daj sa testovať sám na iquž si na smiech celému slovenskupodaj demisiu kým je čas
1,stoka
1,mam pre vas tichu izbicku kludne napiste caka len na vas
1,prezentujete??
1,over game
1,leda tak v tvojej hlave!
1,matelkové ovce jebnuté... prestaňte ho podporovať zrejme ste z jedneho oddelenia
1,to bez tlmocnika nebodaj zvladate?
1,dobre
1,bohate krajiny ked na to maju nech testuju do aleluja...u nas dajte tie testy na colnice
1,akým jazykom výprava
1,ako prebieha rokovanie v svahilčine? uz sa neda si z vas neutahovat.....‍
1,to je laaajf??
1,... svet sa zbláznil...
1,laaajf?ooou nooou
1,každý ma právo veriť svojmu presvedčeniu ... ja verím tomu môjmu a viem - že to bude dobre 
1,aký komunikačný jazyk používaš
0,veľa síl prajem igor drž sa
1,choď
1,aj povieš igorko   next time alebo vantajm ?   lebo toto co robis   uz je hroza 
1,"""zase bude vantajm"""" """"nextajm"""""""""""
1,pan premiér
1,one time vasa idea
1,nech teda dá aspoň po 250€ každému kto sa pôjde dať testovať
1,masivne nasadenie este neznamena celoplosne testovanie a este k tomu pod pokrievkou zakazov.
1,aj oni idú porušiť svoju ústavu a idú násilne brať práva ľuďom aj oni sa im budu  vyhrážať ako ty tu! no horko ťažko by si to dovolili pretože nemci
1,mohli by vam tuto nezmyselnu testovaciu akciu vyhovorit. radsej sediet doma na zadku
1,neska nieje 23.10 posledna foto
1,keď smeraci štekajú znamená ze igor to robí dobre....
1,nezabudni pri tom setrici obrazovky co mas pusteny kde sa ti premietaju africke antilopy dodat do obrazovky(citujem aby si rozumel): a jem frst man on d wrld wat celoplosny test on d cantry next tajm...ides
1,idete na live aby ste nezabudli
1,ako pr agentura ide nekompromisne
1,dögölj meg te kutya
1,sme disciplinovani pokusni kralici...
1,keď to nechceš a nezvladaš tak to prosím nerob
1,pan sveta to sa bude tykat ale len otrokarskych krajin to ste zabudol povedat. za posledne 2 dni ste vela dokazal
1,ale next time tiez celoplosne veducko... my nechceme mat 0.69% nakazenych.. my chceme nulu!
1,za 900ec zachráň život
1,daj si na tvoje seno a testovat  či ste pozitivny  pán premier
1,ja som z toho matoviča  už načisto chorý. mám depku akú som v živote nemal a strach o seba a rodinu ani nehovorím. čo príde po testovaní? očkovanie 
1,tie odmeny dávaš dúfam zo svojich ved máš dosť peniaze zo štátnej kasi daj   dôchodcom
1,igor matovic
1,zachranit zivoty by pomohlo urobit lokalny lockdown vcas
1,teraz si ich kupujete za 500 eur? mali ste ich ocenit po prvej vlne ...
1,matelko všetko si dojebal !!!
1,hlavné tvoj
1,netaraj igor
1,co keby ľudia čo sa boja že prídu o prácu kvôli testovaniu sa postavili s transparentom do radu s nápisom som tu na silu aby som neprišiel o prácu
1,áno
1,kokot uplatkarsky
1,najprv treba všetko pripraviť a nie na poslednú chvíľu robiť. naš novodobý diktátor a vseved igor
1,to snad ststn korupcia
1,nie len že si dohodil špinavy biznis svojim kumpanom z trnavy
1,naslubunem im neskutočne odmeny a pritom z prvej vlny nemá povyplacanych ľudí 
1,každého uráža a potom chce pomoc ??? do čerta s ním
1,chce sa mi s tohto bludu grcať!!!!
1,mengele
1,navadzanie na pozitívne výsledky? to je neskutočné toto. štátna korupcia otras
1,klamár a kprupčník
1,akože slovensko nie je tvoja pofiderna firma ty hajzel
1,mam otazku som.zdravotnik prihlaseny na oba dni v sobotu od 6:00-13:00  to iste aj v nedelu. vstahuje sa na mna tato odmena? neviem kde najde zdravotnika
1,a čo ľudia ktorí kôli tebe ostali bez príjmu?tých motivovať netreba ?len trestať ak sa nedostavia na testovanie
1,tak sa na slovensku rozširuje v priamom prenose korupcia a podplácanie čo je trestný čin
1,tak nechaj zdravotnikov v nemocniciach a nevycerpavaj ich zbytocne
1,jak fico ked chcel dolapit vrahov p. kuciaka a jeho snubenice. lepsie by bolo polozit milion eur na stol aby to malo aspon nejaku dostojnost
1,ja mám len potravinársky preukaz. je to akceptovatelne? :)
1,ľudia vy ste naozaj ale fakt naozaj jebnuty???)veď sa trtko povedal že testy sú na picu tak kam sa všetci hrabete???mater dementny narod
1,"""... typické kresťanské """" podplatiť dakoho konať zlo za neho...a on je ten čo nič : """"ja nič... ja muzikant"""" """""""
1,no ano na toto peniazky su.....pomozte dobrej veci ano nakazme sa vsetci medzi 1000cami dalsich ludi pomozme si navzajom
1, zdravotnikov treba vediet ohodnotit kazdy mesiac a nie len teraz ked ich potrebujete zrazu ako sol nad zlato 
1,je to mozne aby sa matovic po tom vsetkom este niekomu nezhnusil?
1,chceš. abisa. ľudia. testovali. však. co. viacej sú. testovaní. viacej. sú. pozitívni..aj kebisi. daval. ľuďom. 1000eur.tak.bisomsa.nigdi.nedala.testovať.bohu..zial
1,ste ešte premiér slovenskej republiky? podajte demisiu s celou vládou
1,nepomôžem
1,keby som
1,spinavec
1,platiči dani budú splácať toto testovanie niekoľko rokov. nebolo by múdre použiť tieto peniaze na budovanie slovenska?
1,ako na jar v bergame....ach ty.....
1,zaujmave že testy za peniaze si spravíte sú negatívne a teraz musí  ísť mezi ľudí si spraviť testi a tam sa nakaziť.
1,nasrat !!!
1,to je zaujimave
1,vypada to tak
1,beztak dostanou hovno
1,mam dost velky problem nosit rusko a preto chodim do prace sporadicky. ako astmatik vzdy ked vystupim z busu tak za zastavkou grciam ‍ ale ked musim ist do kanclu odtrpim si to. som zodpovedny
1,najviac ľudí zachránime keď sa zbavíme diktátora. navádzaš zamestnávateľov porušovať ústavné zákony!
1,na orave ste uz vyplatili odmeny za minuly vikend?  lebo vraj este nic nedostali aj ked bolo slubene.
1,úplatok s možnosťou nakazenia
1,tebe to kvalitne kuruje na tu hlavu
1,marcela starekova ved jasne! pre to su take podmienky nech je to akoze dobrovolne. ked uz longaver ide na test
1,jemu ide len o pozitívnych  keď už otvorený ponuka peňazi.potom celéplošné očkovanie. a potom celéplošné čipovane. veď do 2035 všetky obyvatelia musí byť čipovaný.
1,moja manzelka ako zdravotnicka ide testovat a dobrovolne (aj ked ja som rizikovy). lebo proti tomu svinstvu treba pomahat. lenze to co ste predviedli vcera ju aj mna urazilo . idete si nas kupovat za dvacku. ak by ste radsej za tie peniaze zohnali aj funkcne ffp 3 respiratory pre testujucich mozno by bolo ochotnych viac zdravotnikov . boli informovani
1,to všetci dobrovoľníci dostanú ?
1,prosím ...nechajme zdravotníkov poctivo liečiť
1,naco je dobre to testovanie aj keď budem mať test tak ani policajtom a ani vojakom nikomu ho neukazem lebo môj zdravotný stav moze vedieť len doktorka
1,ti jebe dobre sak to je celomesacna vyplata
1,ty idiot pojebany
1,a teraz už aj pošlete
1,za 2%pozitivných 900€
1,daj zarobiť formičiek z trnavy ba nakaz sa!
1,ja som prihlásená na každý deň
1,jebe
1,ak sú vám zdravotníci tak dôležitý mali ste na nich myslieť už dávnejšie ‍ja sama idem pomáhať vlastnej nemocnici ale len preto
1,toto už je fakt vrchol som zvedavá skade tie peniaze chcete tým ľuďom dať keď doteraz ste nemali pre nich ani na slušné vyžitie ako toto je fakt hanba na víkend vyhodiť milióny ale bežné odsúhlasiť minimálnu mzdu vyššiu to už nie bože čo vy ste len za človeka boh nás ochraňuj od takýchto ľudí ako ste vy
1,ak si zdravotnik tak rozmyslaj aku prisahu si daval a kazdy normalny testovat nepojde ani keby mi ten tlk nukal milion €. nenechajte sa zapredat.!!
1,zdravotnici. ak nepojdete testovat dobrovolne tak vas vlada donuti mobilizaciou!!! toto je ta sloboda ktoru vlada tak rada vnucuje inym statom ale doma ju porusuje!!! matovic sa nikdy nemal stat premierom!!!!
1,matúš paulovičmôžu sa prihlásiť ako dobrovoľníci
0,ešte stále môžete zatiahnuť ručnú brzdu a urobiť plošné testovanie iba v najviac zasiahnutých regiónoch
1,ty si úbožiak!!!!prospechár s maximálnou nadprácou!!
1,ako p.matovic pochybujem
1,nerozumiem potom prečo na jar robil odbery hasičsky zbor a taraz nemožu to mi teda pride 
1,na orave sa nakazilo 300 vojakov
0,pan priemier poslite  alebo motivujte na statne testovanie aj tych ktori boli sami na pcr testoch od stvrtku nech mate vyhodnotenie citlivosti tych antigenovych  testov aj v praxi  nie len teoretizovanie o ich usoesnosti a letaky od vyrobcov..
0,namiesto cieleného premorenia na testoch hlasujem za totálny lockdown.
1,tak a za pozitívny test im sľub 100e.... bude pozitívne celé slovensko ‍
1,igor ved uz napis ze su na vine oni a preto ten megalomansky napad nevysiel - kludne to napis o den skorej
1,nauč sa jednať ako politik a nie najskôr urážať a potom prosiť a podplácať.!! správaš sa ako hulvát. a okrem toho plň sľuby.!! zaplaťte tým čo už mali dostať peniaze. ! neklame ľudí že 7 euro na hodinu a potom
1,skuste tieto pebiaze
1,pán matovič
1,no neviem
1,majú čo robiť v nemocniciach
1,kokotisko
1,celoplošné testovanie bude vhodné max.na kompletné premorenie obyvatelstva a následné dobrovolne -nasilu očkovanie.. a naplnenie si sukromnych vreciek  od sukromnej firmičky z tt
1,ubohe
1,len aby neostalo len pri sluboch s tým vyplacanim odmien
1,že vraj sa oplatí chytiť covid za 500 eur. už len sa musíte poponáhľať ich minúť rýchlo
1,toto je korupcia
1,šašo s plagátom v ruke ešte ho to neomrzelo
1,keby ste všetkým na začiatku nevynaadal
1,neverím mu
1,hanba všetkým lekárom a sestrám kt sa na toto chytia
1,daj pokoj ludom a odstup cim skor matelko
1,ty si iný debil
1,a jemu zvieraciu kazajku
1,odkiaľ asi tak zoberiete peniaze
1,raši
1,kľudne sme mohli byť 3 týždeň off
1,2% to je fakt pandemia..
1,zarobiť 14 mega a potom vyplakávať ? je už cez čiaru
1,toto mi uz rozum fakt nebere
1,perfektna motivacia
1,peniaze niesú všetko v prvom rade je zdravie lekárov a zdravotníkov málo a keď ochorejú kto bude zachranovať a liečiť?
1,šak jak uvažuje on musia všetci!!!!!dpc
1,zdravotnici nechajte sa podlpatit a este po testoch budete mat problem
1,zabudni
1,toto je úplne choré. hon na čarodejnicu  .........     blaznovstvo.      mi to pripomína fica keď verejné v tv poukázal na milión € ak dolapia delikventa......    . tu buď fakt motivuju ľudí až silou mocou cez peniaze nájdu nositeľa alebo s príznakom.   teraz sa dá reálne zhodnotiť či sa dajú zarobiť prácou peniaze alebo umelo držia minimálnu mzdu !!!!!!!
1,to nemozete mysliet vazne..ak ano
1,130 tisíc ľudí bez príznakov aj vírusu na 10 dní doma! no a čo?členka pandemickej komisie vyhlásila
1,armáda ma tisícky vyškolených zdravotníkov v zálohe môžete ich použiť
1,pán premiér
1,davas peniaze kde netreba  kto bol na dovolenke ja určite nie . teraz plačeš nad rozliatim mliekom
1,je tu este aj 4.moznost vysrat sa na celu falosnu covid hysteriu a nerobit z toho paniku
1,sproste odporne vydieranie...
1,ľudia ????tak ukážte aku máte zapredanu dušu diablovi? ??peniaze ???za peniaze aj matku predáte? ??alebo ešte máte srdce na pravom mieste ..začalo to judasom ....potom uhorcikom a teraz zapredate dušu igorovi satanovmu synovi????
1,to sa ti rozdava nase peniaze
1,aj jozo goebbels by sa mohol ucit a cela nsdap by urcite zbledla zavistou nad tym co sa stalo na slovensku 29.2.2020 a po
1,to čo je za logiku
1,uplatkarstvo v priamom prenose. tam daj peniaze na detske nemocnice a ine nemocnice. co to zaplati pavlinka? z nasich daní sa rozdava?
1,nekritizujte a nenadavajte nasmu priemerovi ved tie peniaze davaju traja vyvoleni i+m+j zo svojho našetreneho. nie je to forma uplatku?
1,celé jedna veľká fraška! vy tam musíte brať riadny matroš
1,prečo mám pocit
1,krásného premiéra máme
1,cez víkend  heslo : poďme sa nakaziť  spolocna zodpovednosť  dokážeme to spolu
1,otvorený list prezidentke slovenskej republiky zuzane čaputovejvážená pani prezidentka
1,kaligula vam to da prikazom...
1,takúto idiotinu iba chora hlava vymyslí zlodej a podvodník takto koná 
1,netreba uplacat zdravotnikov kto moze z nasichbradov ide skor si nevyberajte iba zdravotnikov kedze musime pracovat ale aj ludi ktori chcu pomahat s vytermi a nemozu lebi nie su zdravotnici. zubar
1,sa pozri ako ničíš životy ľadí
1,tak ako ste rychlo nastupili do vlady
1,pan premier prepacte ale 
1,škoda 
1,chceš niečo robiť a nemáš na to ľudí ??? peniaze sľubuješ ľuďom a kedy ich uvidia ? ? ? čítaš ty vôbec tu tie komentáre 
1,slovenski zdravotnici sa mozu hanbit . chcu len zarabat v pokojnych casoch. nenormalne. nech sa pozru na kolegov v ostatnych krajinach. a stale nech neplacu kvoli peniazom- ani ine profesie u nas nezarabaju tak ako ich kolegovia vo svete. slovenska hanba
1,pán premiér
1,je mi ta luto
1,pan premiér
1,a odmena bude
1,šialenstvo! hambím sa
1,kde na to zoberie? 20 000 zdravotnikov x 500 = 10 milion euro ... a to je len jeden vikend... a na koho pleciach to nechá? na samospravach... a teraz ľudia začnite rátať
1,úbohosť a korupcia v priamom prenose. pripomínam
1,to
1,u nás dobrovolná administratívna sila si myslí o sebe
1,zostante doma!!!!
1,pán premiér
1,ty klamár ....si si vymyslel akciu a teraz prosíš ľudí aby ti prišli pomôcť ??? pred týždňom si sa vyhrážal celému slovensku ako ideš ľudí pozatvárať ty špina a teraz prosíš na kolenách ???pokrytec
1,nie je vam blbe motivovať ludi platenim z dani ludi ktorym ste nedovolili ist do prace bonus za to aby našli trapne 2% pozitívnych ľudí ktorí su navyše bez priznakov cize defacto zdravi aby sa nepreukazalo ze všetko co robite je zbytočné a vy ste sa nespravne rozhodli ?
1,toto je už čo? za chvíľu príde očkovanie a matovič bude núkať 1000€ každému čo sa zaočkuje...??? toto sme dopadli !
1,stačí aj kurz prvej pomoci z autoškoly?
1,od pondelka nová výzva: poznáš pozitívneho? nahlás ho! za každého odmena 50€
1,uhol pohľadu na zamyslenie - a koľko dostanú tí zodpovední
1,dať radšej každej domácnosti 1000€ nech zostane mesiac doma by nebolo lepšie?
1,tvoja bublina sa povazlivo zmensila igor
1,daj mi recept na xiankali a ja ra ušetrím trápenia igi
1,ty si magor igor matovic odkiaľ berieš toľko peňazí
1,slovensko potrebuje zdravotníkov pri lôžkach chorých pán premiér!! nie pri divadelnom predstavení vlády!!!! toto je riskovanie s ľudskými životmi....
1,tesme sa. aby si mohli zarobiť tak budú samí pozitívny. ak tak treba ist podvečer a bude každý neg...
1,mna by zaujimalo co dostane ten dalsi personal  okolo ..
1,máme posledný deň na zastavenie toho šialenstva. prosím zdravotníkov ktorý už sa prihlásili aby od toho upustili a nedali sa kúpiť za hrsť šošovice ako ézaul.myslite na svojich pacientov
0,zdravotník zarobí cca 700 euro požiarnik a administrativny tam bude zadarmotak nech dá všetkym po 700
1,radšej by si mohol robiť niečo užitočné pre slovensko ako testovať ľuďí ako jebnutý... nech sa každý rozhodne sám že či sa pôjďe dať testovať alebo nie... veď tie testy nie sú 100% tak načo to je dobré pre mňa za mňa sa ty aj s tvojou rodinou testuj každý deň alebo aj každú hodinu keď chcete ale ľuďom nemôžeš rozkázať a tlačiť ich do niečoho čo nechcú! si len premiér nič viac a dúfam že aj to nebuďe na dlho
0,pomáhať ľuďom alebo vám????????
1,ze sa nehanbís im ponúkať 500 eur! ako zo svojho
1,"""co sa tyka pozadia covid...  tak v medzinarodnom biznis kruhoch sa hovori o covide ako o prizatizacii. velosvetova ktiza sa da riesit 2 sposobmi: vojnou alebo virusom. virus je humannejsi. no pri nom sa pouzivaju opatrenia"""""""
1,nato maš peňaze ale na hudobni ludi ňemate čotoje za slovensko
1,zostante doma!!!!!
1, poslanci-lekári až na 2 výnimky odmietajú ísť do terénu
1,dufam ze svoj test a jeho vysledok uvidi  kazdy jeden otestovany pri vypisovani certifikatu na vlastne oci!
1,keby si tie peniaze 
1,zdravotníci bojkotuje ho teraz keď mu tečie do topánok tak vám sľúbi všetko ale keď sa to.bude vyšetrovať tak on nič vy budete na vine nemusíte ni veriť ale raz to príde pred sud
1,pán premiér treba v parlamente nájsť tie gombíky čo ste ako opozičný poslanec tak vehementne spomínali. ale na to ste ako prvé zabudli. som zvedavá či si zmrazíte platy ako ste to vykrikovali a ziapáli v parlamente. prvé čo s t e testocali nie zdravotníkov aké osady. hanba vám.
1,a kto to doplatí pavlinka
1,prestaň otravovať s tým nezmyslom matovič aj tak pôjdeš za tento drahý nezmysel do basy na doživotie
1,urazit a osočit jiného člověka a to v pozici jako premiér státu a mluvit o někom
1,uz sa vyhráža
1,jediný kto by momentálne  zachránil slovensko je on nie zdravotník :d
1,ďakujem všetkým zdravotníkom
1,to
1,toto rozdávanie eur už citam ako absolútnu zufalost vlady
1,už teraz je jasné že ta 2 dni všetkých ľudí neotestujete. máte nejaký plán ako to budete riešiť? obávam sa
1,nikde vo svete nemozu prinutit ludi sa testovat a vyhrazat sa im vyhadzovom z roboty! a uz vobec nie uplacat zdravotnikov priamo na fb! platy zvysit nie ale aby si dosiahol svoje zacnes uplacat? si pekne skorumpovany aj s celou vasou bandou politickou
1,"""toto je to dobrovoľné"""" testovanie"""
1,pán premiér
1,paulína platí???
1,ako sa mi k tomu pán priemer chcete racionálne
1,je smutné a úbohé pán premiér  igor matovic
1,premýšľam ze pomôžem som zdravotnicka
1,odbornik na slovo vzaty
1,a ake je smerne cislo pozitivnych na sobotu?
1,sa mozte hanbit ze si to takto vazite.
1,nenič ich ty jebo a nebude treba nič zachraňovať
1,riadny vydierač a korupcnik
1,i princíp testu štandard q covid-19 ag test má dve vopred potiahnuté línie
1,áno som lekar
1,smrad si už kupuje ľudí
0,a keď vykážete 50% pozitívnych testov
0,ale v takejto dobe
1,že sa nehanbite takto podpladsať a navadzať zdravotníkov aby pri testovaní mali viac pozitívnych ĺudi. ste hamba slovenská. dajte sa liečiť
1,že ti není hamba
0,igor ty si boh daj ľuďom  zarobiť fajnovo
0,a na 13 dôchodky nie je??????????
1,pán premiér v prvej vlne robili vytery repatriantom hasiči... bolo to správne?
0,pán premiér idem testovať dokonca oba dni ale prijať v čase keď žiadate zdravotníkov o pomoc zároveň zákon ktorý umožní lekárov 10 násobne vyššie pokutovať za chybne vedenú zdravotnú dokumentáciu sa mi zdá scestné.
1,a špajza je prázdna a skade naraz toľko peňazí pre zdravotnikov
1,veď ten debil tu verejne podpláca ľudí. to je blb za to je basa
1,igor
1,pán matovič
